                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.98924,                0.79256,                 1.2015,                0.89395,                0.77974,                 0.8257,                0.64022,                    nan,                    nan,                    nan,             0.00047957,             0.00047957,             0.00047957
                    153,                0.97393,                0.78343,                 1.1974,                0.89595,                0.77347,                0.82622,                0.63936,                    nan,                    nan,                    nan,             0.00047328,             0.00047328,             0.00047328
                    154,                0.98071,                0.78324,                  1.198,                0.88857,                0.78182,                0.82337,                0.63784,                    nan,                    nan,                    nan,               0.000467,               0.000467,               0.000467
                    155,                0.97828,                0.77591,                  1.197,                0.88508,                0.77793,                0.82267,                0.63916,                    nan,                    nan,                    nan,             0.00046071,             0.00046071,             0.00046071
                    156,                0.98246,                0.78863,                 1.1973,                0.89795,                0.77747,                0.82753,                0.64166,                    nan,                    nan,                    nan,             0.00045442,             0.00045442,             0.00045442
                    157,                0.98398,                0.80222,                 1.2042,                 0.8943,                 0.7784,                0.82586,                0.64082,                    nan,                    nan,                    nan,             0.00044813,             0.00044813,             0.00044813
                    158,                0.97855,                 0.7889,                 1.2034,                0.90323,                0.77756,                0.82701,                0.64189,                    nan,                    nan,                    nan,             0.00044185,             0.00044185,             0.00044185
                    159,                0.98093,                0.78122,                 1.1999,                0.90241,                0.77199,                0.82694,                0.64144,                    nan,                    nan,                    nan,             0.00043556,             0.00043556,             0.00043556
                    160,                0.95865,                0.75239,                 1.1788,                0.89916,                0.78101,                0.83058,                0.64757,                    nan,                    nan,                    nan,             0.00042927,             0.00042927,             0.00042927
                    161,                0.95738,                0.75256,                 1.1838,                 0.9019,                0.77785,                0.82812,                0.64522,                    nan,                    nan,                    nan,             0.00042298,             0.00042298,             0.00042298
                    162,                0.95644,                0.75846,                 1.1931,                0.89958,                0.77467,                 0.8272,                0.64281,                    nan,                    nan,                    nan,              0.0004167,              0.0004167,              0.0004167
                    163,                0.95888,                0.76458,                 1.1822,                0.90002,                0.77635,                0.82367,                0.64448,                    nan,                    nan,                    nan,             0.00041041,             0.00041041,             0.00041041
                    164,                0.97492,                0.77994,                 1.1947,                0.90544,                 0.7776,                0.82704,                0.64824,                    nan,                    nan,                    nan,             0.00040412,             0.00040412,             0.00040412
                    165,                0.95864,                0.77137,                 1.1921,                0.89767,                0.78077,                0.82781,                0.64886,                    nan,                    nan,                    nan,             0.00039783,             0.00039783,             0.00039783
                    166,                0.95545,                0.76647,                 1.1902,                0.90207,                0.77983,                0.82863,                0.64859,                    nan,                    nan,                    nan,             0.00039155,             0.00039155,             0.00039155
                    167,                0.96239,                0.76692,                 1.1974,                0.90306,                0.78022,                0.83187,                0.65045,                    nan,                    nan,                    nan,             0.00038526,             0.00038526,             0.00038526
                    168,                 0.9589,                0.75631,                 1.1882,                0.90689,                0.77857,                0.83053,                0.64832,                    nan,                    nan,                    nan,             0.00037897,             0.00037897,             0.00037897
                    169,                0.95591,                0.76036,                 1.1851,                0.90649,                0.77899,                0.83022,                0.64865,                    nan,                    nan,                    nan,             0.00037268,             0.00037268,             0.00037268
                    170,                 0.9447,                0.74778,                 1.1784,                0.90893,                0.77565,                0.83071,                0.65234,                    nan,                    nan,                    nan,              0.0003664,              0.0003664,              0.0003664
                    171,                0.96559,                0.75023,                 1.1947,                0.90177,                0.77993,                0.82762,                0.64982,                    nan,                    nan,                    nan,             0.00036011,             0.00036011,             0.00036011
                    172,                0.96834,                0.76734,                 1.1899,                0.91165,                 0.7688,                0.82791,                0.64897,                    nan,                    nan,                    nan,             0.00035382,             0.00035382,             0.00035382
                    173,                0.94609,                0.75305,                 1.1784,                0.90066,                0.78016,                0.82793,                0.65038,                    nan,                    nan,                    nan,             0.00034753,             0.00034753,             0.00034753
                    174,                0.92758,                0.73974,                 1.1749,                0.90799,                 0.7805,                0.82865,                0.65154,                    nan,                    nan,                    nan,             0.00034125,             0.00034125,             0.00034125
                    175,                0.95312,                0.75617,                  1.172,                0.90438,                0.78032,                0.82638,                 0.6513,                    nan,                    nan,                    nan,             0.00033496,             0.00033496,             0.00033496
                    176,                0.94832,                0.75439,                 1.1781,                0.89967,                0.77984,                0.82658,                0.64896,                    nan,                    nan,                    nan,             0.00032867,             0.00032867,             0.00032867
                    177,                 0.9458,                0.75262,                  1.173,                0.90651,                0.78056,                0.82896,                0.65199,                    nan,                    nan,                    nan,             0.00032238,             0.00032238,             0.00032238
                    178,                0.95033,                 0.7439,                 1.1748,                0.90722,                0.78089,                0.82831,                0.65156,                    nan,                    nan,                    nan,             0.00031609,             0.00031609,             0.00031609
                    179,                0.94355,                0.74749,                 1.1736,                0.90858,                0.78181,                0.82993,                0.65527,                    nan,                    nan,                    nan,             0.00030981,             0.00030981,             0.00030981
                    180,                0.93446,                0.74057,                 1.1687,                0.90036,                0.77917,                0.82725,                0.65255,                    nan,                    nan,                    nan,             0.00030352,             0.00030352,             0.00030352
                    181,                0.92303,                0.73767,                  1.164,                0.90634,                0.78172,                0.83106,                0.65396,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                    182,                0.95613,                 0.7355,                 1.1768,                 0.9049,                0.78564,                0.83202,                0.65653,                    nan,                    nan,                    nan,             0.00029094,             0.00029094,             0.00029094
                    183,                0.93437,                0.73708,                 1.1659,                0.90284,                0.78428,                0.83082,                0.65802,                    nan,                    nan,                    nan,             0.00028466,             0.00028466,             0.00028466
                    184,                0.92838,                0.72079,                 1.1634,                0.90692,                0.78082,                0.83125,                0.65472,                    nan,                    nan,                    nan,             0.00027837,             0.00027837,             0.00027837
                    185,                0.94604,                0.73817,                 1.1736,                0.91788,                0.77642,                0.82914,                  0.655,                    nan,                    nan,                    nan,             0.00027208,             0.00027208,             0.00027208
                    186,                0.93794,                0.73011,                 1.1689,                0.90497,                0.78355,                 0.8283,                0.65465,                    nan,                    nan,                    nan,             0.00026579,             0.00026579,             0.00026579
                    187,                0.94099,                0.73152,                 1.1765,                0.91143,                0.78267,                0.83136,                0.65818,                    nan,                    nan,                    nan,             0.00025951,             0.00025951,             0.00025951
                    188,                0.93645,                0.72622,                 1.1718,                 0.9109,                0.78055,                0.83128,                0.65861,                    nan,                    nan,                    nan,             0.00025322,             0.00025322,             0.00025322
                    189,                0.94111,                0.73971,                 1.1683,                 0.9131,                0.78141,                0.83152,                0.65863,                    nan,                    nan,                    nan,             0.00024693,             0.00024693,             0.00024693
                    190,                0.93719,                0.73605,                 1.1656,                0.91734,                 0.7797,                0.83232,                 0.6606,                    nan,                    nan,                    nan,             0.00024064,             0.00024064,             0.00024064
                    191,                0.93542,                0.73188,                 1.1692,                0.90851,                0.78772,                 0.8347,                0.66021,                    nan,                    nan,                    nan,             0.00023436,             0.00023436,             0.00023436
                    192,                0.93079,                0.72949,                 1.1584,                0.90919,                0.78649,                0.83308,                0.66006,                    nan,                    nan,                    nan,             0.00022807,             0.00022807,             0.00022807
                    193,                0.91366,                0.71196,                 1.1554,                0.91367,                0.78522,                0.83272,                0.66129,                    nan,                    nan,                    nan,             0.00022178,             0.00022178,             0.00022178
                    194,                0.91619,                 0.7223,                 1.1656,                0.91345,                0.78182,                0.83227,                0.66116,                    nan,                    nan,                    nan,             0.00021549,             0.00021549,             0.00021549
                    195,                0.91963,                0.71024,                 1.1592,                0.91074,                0.78139,                0.83231,                0.66038,                    nan,                    nan,                    nan,             0.00020921,             0.00020921,             0.00020921
                    196,                0.92606,                0.72047,                 1.1645,                0.91149,                0.78212,                0.83213,                0.66024,                    nan,                    nan,                    nan,             0.00020292,             0.00020292,             0.00020292
                    197,                0.92493,                0.72416,                 1.1622,                0.91606,                0.78053,                0.83318,                 0.6596,                    nan,                    nan,                    nan,             0.00019663,             0.00019663,             0.00019663
                    198,                0.90326,                0.71926,                 1.1552,                0.91181,                0.78469,                0.83169,                0.65918,                    nan,                    nan,                    nan,             0.00019034,             0.00019034,             0.00019034
                    199,                0.91738,                0.71781,                 1.1557,                0.91263,                0.78711,                0.83173,                0.66093,                    nan,                    nan,                    nan,             0.00018406,             0.00018406,             0.00018406
                    200,                0.90835,                0.72079,                 1.1634,                 0.9151,                0.78424,                 0.8326,                0.66164,                    nan,                    nan,                    nan,             0.00017777,             0.00017777,             0.00017777
                    201,                0.90364,                0.70715,                 1.1491,                0.91439,                0.78466,                0.83378,                0.66498,                    nan,                    nan,                    nan,             0.00017148,             0.00017148,             0.00017148
                    202,                0.90627,                 0.7073,                  1.152,                0.91477,                0.78451,                0.83299,                0.66375,                    nan,                    nan,                    nan,             0.00016519,             0.00016519,             0.00016519
                    203,                0.89089,                0.69584,                 1.1389,                0.91638,                0.78229,                0.83257,                0.66142,                    nan,                    nan,                    nan,              0.0001589,              0.0001589,              0.0001589
                    204,                0.89811,                0.69579,                 1.1489,                0.91875,                  0.785,                0.83409,                0.66543,                    nan,                    nan,                    nan,             0.00015262,             0.00015262,             0.00015262
                    205,                0.89619,                0.70884,                 1.1489,                 0.9251,                 0.7832,                0.83501,                0.66527,                    nan,                    nan,                    nan,             0.00014633,             0.00014633,             0.00014633
                    206,                0.91918,                0.71001,                 1.1564,                0.91817,                0.78503,                0.83374,                0.66562,                    nan,                    nan,                    nan,             0.00014004,             0.00014004,             0.00014004
                    207,                0.89877,                 0.7011,                 1.1491,                0.91579,                0.78722,                0.83428,                0.66568,                    nan,                    nan,                    nan,             0.00013375,             0.00013375,             0.00013375
                    208,                0.90352,                 0.6982,                 1.1516,                0.92052,                0.78522,                0.83474,                0.66652,                    nan,                    nan,                    nan,             0.00012747,             0.00012747,             0.00012747
                    209,                0.88811,                0.69508,                 1.1411,                0.92104,                0.78431,                0.83523,                0.66719,                    nan,                    nan,                    nan,             0.00012118,             0.00012118,             0.00012118
                    210,                0.90951,                0.69172,                 1.1475,                0.91742,                0.78593,                0.83564,                0.66728,                    nan,                    nan,                    nan,             0.00011489,             0.00011489,             0.00011489
                    211,                 0.8983,                0.69129,                 1.1457,                0.91542,                0.78645,                0.83432,                 0.6677,                    nan,                    nan,                    nan,              0.0001086,              0.0001086,              0.0001086
                    212,                0.89701,                0.70372,                 1.1409,                0.91579,                0.78523,                0.83393,                0.66751,                    nan,                    nan,                    nan,             0.00010232,             0.00010232,             0.00010232
                    213,                0.89942,                0.69739,                 1.1537,                0.91684,                0.78554,                0.83351,                0.66573,                    nan,                    nan,                    nan,             9.6029e-05,             9.6029e-05,             9.6029e-05
                    214,                0.90182,                0.69468,                  1.146,                0.90923,                0.79153,                0.83329,                0.66575,                    nan,                    nan,                    nan,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    215,                0.90855,                0.69562,                 1.1486,                0.91474,                 0.7888,                0.83416,                0.66701,                    nan,                    nan,                    nan,             8.3454e-05,             8.3454e-05,             8.3454e-05
                    216,                0.81377,                0.58073,                 1.0788,                0.91729,                0.78648,                 0.8332,                0.66478,                    nan,                    nan,                    nan,             7.7166e-05,             7.7166e-05,             7.7166e-05
                    217,                0.80596,                0.56467,                 1.0816,                 0.9146,                0.78844,                0.83294,                0.66422,                    nan,                    nan,                    nan,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    218,                0.80552,                0.56088,                  1.074,                 0.9192,                0.78588,                 0.8335,                0.66545,                    nan,                    nan,                    nan,             6.4591e-05,             6.4591e-05,             6.4591e-05
                    219,                0.80409,                0.56186,                  1.075,                 0.9216,                0.78478,                0.83372,                0.66629,                    nan,                    nan,                    nan,             5.8303e-05,             5.8303e-05,             5.8303e-05
                    220,                0.79732,                0.56013,                 1.0751,                0.91872,                0.78395,                0.83311,                0.66463,                    nan,                    nan,                    nan,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    221,                0.79992,                0.56643,                 1.0727,                0.91826,                0.78308,                0.83338,                0.66574,                    nan,                    nan,                    nan,             4.5728e-05,             4.5728e-05,             4.5728e-05
                    222,                0.80601,                0.55974,                 1.0843,                0.92018,                 0.7819,                0.83422,                0.66732,                    nan,                    nan,                    nan,              3.944e-05,              3.944e-05,              3.944e-05
                    223,                0.80349,                0.55704,                 1.0774,                0.92055,                0.78442,                0.83514,                0.66769,                    nan,                    nan,                    nan,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    224,                0.79559,                0.55772,                 1.0693,                 0.9256,                0.78148,                0.83565,                0.66874,                    nan,                    nan,                    nan,             2.6865e-05,             2.6865e-05,             2.6865e-05
                    225,                0.79006,                0.55344,                 1.0713,                0.92476,                0.78088,                0.83661,                0.66962,                    nan,                    nan,                    nan,             2.0578e-05,             2.0578e-05,             2.0578e-05
